Keyld,MyPN,Name,Description,Symbol,Footprint,Footprint_Filter,Package,Manufacturer,Manufacturer_PN,Series,Category,Subcategory,Block_Type,Number_of_Positions,Number_of_Levels,Number_of_Entries,Pitch_mm,Row_Spacing_mm,Wire_Gauge_AWG_MIN,Wire_Gauge_AWG_MAX,Wire_Gauge_mm2_MIN,Wire_Gauge_mm2_MAX,Wire_Strip_Length_mm,Wire_Diameter_Max_mm,Solid_Wire_Compatible,Stranded_Wire_Compatible,Ferrule_Compatible,Termination_Style,Terminal_Angle,Screw_Head_Type,Screw_Size,Clamp_Material,Current_Rating_A,Current_Rating_Total_A,Voltage_Rating_V,Rated_Impulse_Withstand_Voltage_kV,Pollution_Degree,Overvoltage_Category,Insulation_Group,Mounting_Type,Mounting_Style,Orientation,Color,Housing_Material,Insulator_Material,Length_mm,Width_mm,Height_mm,Height_above_PCB_mm,Depth_mm,Panel_Cutout_Dimensions,DIN_Rail_Compatible,Locking_Mechanism,Stacking_Feature,Mating_Cycles,Wire_Retention_Force_N,Torque_Specification_Nm,Operating_Temp_Min_C,Operating_Temp_Max_C,Storage_Temp_Min_C,Storage_Temp_Max_C,IP_Rating,Flammability_Rating,RoHS_Compliant,REACH_Compliant,UL_Certified,UL_File_Number,UL_Standard,CSA_Certified,VDE_Certified,IEC_Standard,CE_Compliant,End_Cover_Required,End_Cover_PN,Marker_Strip_Compatible,Marker_Strip_PN,Jumpers_Compatible,Jumper_PN,Mounting_Foot_Required,Mounting_Foot_PN,PCB_Pad_Layout,Hole_Diameter_mm,Solder_Type,Solder_Temperature_C,Cleaning_Process,LCSC_PN,LCSC_URL,Mouser_PN,Mouser_URL,Digikey_PN,Digikey_URL,Farnell_PN,Farnell_URL,Newark_PN,Newark_URL,RS_PN,RS_URL,StockQty,Min_Stock,Max_Stock,StockPlace,Price,Currency,MOQ,Packaging,Supplier,Datasheet,Drawing_2D,Drawing_3D,Certification_Documents,Assembly_Instructions,Active,Notes,Tags,CreatedBy,CreatedAt,ModifiedBy,ModifiedAt,Version,Exclude_from_BOM,Exclude_from_Board
,EL-CON_520142,CON_BLOCK_PHOENIX_MSTB_15_5.08_H_FLANGE_HV,"MSTB 15-position, pitch 5.08mm, Horizontal, with threaded flange, 400V",Connector_Generic_MountingPin:Conn_01x15_MountingPin,"MyLib_Connector_Phoenix_MSTB:PhoenixContact_MSTB_2,5_15-GF-5,08_1x15_P5.08mm_Horizontal_ThreadedFlange_MountHole",*PhoenixContact*MSTB*15*Pitch5.08mm*Horizontal*,THT,Phoenix Contact,"PhoenixContact_MSTB_2,5_15-GF-5,08","MSTB 2,5",Terminal Block,PCB Mount,Header,15,1,,5.08,,18,12,0.75,2.5,7.0,,,,,Screw,0°,Slotted,,,12.0,,400.0,,,,,PCB,Through Hole - Flange Mount,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mstb,terminal block,flange,400v",,2026-02-17 03:24:07,,,,0,0
,EL-CON_520143,CON_BLOCK_PHOENIX_MSTB_15_5.00_H_FLANGE,"MSTB 15-position, pitch 5.00mm, Horizontal, with threaded flange, 320V",Connector_Generic_MountingPin:Conn_01x15_MountingPin,"MyLib_Connector_Phoenix_MSTB:PhoenixContact_MSTB_2,5_15-GF_1x15_P5.00mm_Horizontal_ThreadedFlange",*PhoenixContact*MSTB*15*Pitch5.00mm*Horizontal*,THT,Phoenix Contact,"PhoenixContact_MSTB_2,5_15-GF","MSTB 2,5",Terminal Block,PCB Mount,Header,15,1,,5.0,,18,12,0.75,2.5,7.0,,,,,Screw,0°,Slotted,,,12.0,,320.0,,,,,PCB,Through Hole - Flange Mount,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mstb,terminal block,flange,320v",,2026-02-17 03:24:07,,,,0,0
,EL-CON_520144,CON_BLOCK_PHOENIX_MSTB_15_5.00_H_FLANGE,"MSTB 15-position, pitch 5.00mm, Horizontal, with threaded flange, 320V",Connector_Generic_MountingPin:Conn_01x15_MountingPin,"MyLib_Connector_Phoenix_MSTB:PhoenixContact_MSTB_2,5_15-GF_1x15_P5.00mm_Horizontal_ThreadedFlange_MountHole",*PhoenixContact*MSTB*15*Pitch5.00mm*Horizontal*,THT,Phoenix Contact,"PhoenixContact_MSTB_2,5_15-GF","MSTB 2,5",Terminal Block,PCB Mount,Header,15,1,,5.0,,18,12,0.75,2.5,7.0,,,,,Screw,0°,Slotted,,,12.0,,320.0,,,,,PCB,Through Hole - Flange Mount,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mstb,terminal block,flange,320v",,2026-02-17 03:24:07,,,,0,0
,EL-CON_520145,CON_BLOCK_PHOENIX_MSTB_16_5.08_H_FLANGE_HV,"MSTB 16-position, pitch 5.08mm, Horizontal, with threaded flange, 400V",Connector_Generic_MountingPin:Conn_01x16_MountingPin,"MyLib_Connector_Phoenix_MSTB:PhoenixContact_MSTB_2,5_16-GF-5,08_1x16_P5.08mm_Horizontal_ThreadedFlange",*PhoenixContact*MSTB*16*Pitch5.08mm*Horizontal*,THT,Phoenix Contact,"PhoenixContact_MSTB_2,5_16-GF-5,08","MSTB 2,5",Terminal Block,PCB Mount,Header,16,1,,5.08,,18,12,0.75,2.5,7.0,,,,,Screw,0°,Slotted,,,12.0,,400.0,,,,,PCB,Through Hole - Flange Mount,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mstb,terminal block,flange,400v",,2026-02-17 03:24:07,,,,0,0
,EL-CON_520146,CON_BLOCK_PHOENIX_MSTB_16_5.08_H_FLANGE_HV,"MSTB 16-position, pitch 5.08mm, Horizontal, with threaded flange, 400V",Connector_Generic_MountingPin:Conn_01x16_MountingPin,"MyLib_Connector_Phoenix_MSTB:PhoenixContact_MSTB_2,5_16-GF-5,08_1x16_P5.08mm_Horizontal_ThreadedFlange_MountHole",*PhoenixContact*MSTB*16*Pitch5.08mm*Horizontal*,THT,Phoenix Contact,"PhoenixContact_MSTB_2,5_16-GF-5,08","MSTB 2,5",Terminal Block,PCB Mount,Header,16,1,,5.08,,18,12,0.75,2.5,7.0,,,,,Screw,0°,Slotted,,,12.0,,400.0,,,,,PCB,Through Hole - Flange Mount,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mstb,terminal block,flange,400v",,2026-02-17 03:24:07,,,,0,0
,EL-CON_520147,CON_BLOCK_PHOENIX_MSTB_16_5.00_H_FLANGE,"MSTB 16-position, pitch 5.00mm, Horizontal, with threaded flange, 320V",Connector_Generic_MountingPin:Conn_01x16_MountingPin,"MyLib_Connector_Phoenix_MSTB:PhoenixContact_MSTB_2,5_16-GF_1x16_P5.00mm_Horizontal_ThreadedFlange",*PhoenixContact*MSTB*16*Pitch5.00mm*Horizontal*,THT,Phoenix Contact,"PhoenixContact_MSTB_2,5_16-GF","MSTB 2,5",Terminal Block,PCB Mount,Header,16,1,,5.0,,18,12,0.75,2.5,7.0,,,,,Screw,0°,Slotted,,,12.0,,320.0,,,,,PCB,Through Hole - Flange Mount,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mstb,terminal block,flange,320v",,2026-02-17 03:24:07,,,,0,0
,EL-CON_520148,CON_BLOCK_PHOENIX_MSTB_16_5.00_H_FLANGE,"MSTB 16-position, pitch 5.00mm, Horizontal, with threaded flange, 320V",Connector_Generic_MountingPin:Conn_01x16_MountingPin,"MyLib_Connector_Phoenix_MSTB:PhoenixContact_MSTB_2,5_16-GF_1x16_P5.00mm_Horizontal_ThreadedFlange_MountHole",*PhoenixContact*MSTB*16*Pitch5.00mm*Horizontal*,THT,Phoenix Contact,"PhoenixContact_MSTB_2,5_16-GF","MSTB 2,5",Terminal Block,PCB Mount,Header,16,1,,5.0,,18,12,0.75,2.5,7.0,,,,,Screw,0°,Slotted,,,12.0,,320.0,,,,,PCB,Through Hole - Flange Mount,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mstb,terminal block,flange,320v",,2026-02-17 03:24:07,,,,0,0
,EL-CON_520149,CON_BLOCK_PHOENIX_MSTB_2_5.08_H_FLANGE_HV,"MSTB 2-position, pitch 5.08mm, Horizontal, with threaded flange, 400V",Connector_Generic_MountingPin:Conn_01x02_MountingPin,"MyLib_Connector_Phoenix_MSTB:PhoenixContact_MSTB_2,5_2-GF-5,08_1x02_P5.08mm_Horizontal_ThreadedFlange",*PhoenixContact*MSTB*2*Pitch5.08mm*Horizontal*,THT,Phoenix Contact,"PhoenixContact_MSTB_2,5_2-GF-5,08","MSTB 2,5",Terminal Block,PCB Mount,Header,2,1,,5.08,,18,12,0.75,2.5,7.0,,,,,Screw,0°,Slotted,,,16.0,,400.0,,,,,PCB,Through Hole - Flange Mount,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mstb,terminal block,flange,400v",,2026-02-17 03:24:07,,,,0,0
,EL-CON_520150,CON_BLOCK_PHOENIX_MSTB_2_5.08_H_FLANGE_HV,"MSTB 2-position, pitch 5.08mm, Horizontal, with threaded flange, 400V",Connector_Generic_MountingPin:Conn_01x02_MountingPin,"MyLib_Connector_Phoenix_MSTB:PhoenixContact_MSTB_2,5_2-GF-5,08_1x02_P5.08mm_Horizontal_ThreadedFlange_MountHole",*PhoenixContact*MSTB*2*Pitch5.08mm*Horizontal*,THT,Phoenix Contact,"PhoenixContact_MSTB_2,5_2-GF-5,08","MSTB 2,5",Terminal Block,PCB Mount,Header,2,1,,5.08,,18,12,0.75,2.5,7.0,,,,,Screw,0°,Slotted,,,16.0,,400.0,,,,,PCB,Through Hole - Flange Mount,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mstb,terminal block,flange,400v",,2026-02-17 03:24:07,,,,0,0
,EL-CON_520151,CON_BLOCK_PHOENIX_MSTB_2_5.00_H_FLANGE,"MSTB 2-position, pitch 5.00mm, Horizontal, with threaded flange, 320V",Connector_Generic_MountingPin:Conn_01x02_MountingPin,"MyLib_Connector_Phoenix_MSTB:PhoenixContact_MSTB_2,5_2-GF_1x02_P5.00mm_Horizontal_ThreadedFlange",*PhoenixContact*MSTB*2*Pitch5.00mm*Horizontal*,THT,Phoenix Contact,"PhoenixContact_MSTB_2,5_2-GF","MSTB 2,5",Terminal Block,PCB Mount,Header,2,1,,5.0,,18,12,0.75,2.5,7.0,,,,,Screw,0°,Slotted,,,16.0,,320.0,,,,,PCB,Through Hole - Flange Mount,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mstb,terminal block,flange,320v",,2026-02-17 03:24:07,,,,0,0
,EL-CON_520152,CON_BLOCK_PHOENIX_MSTB_2_5.00_H_FLANGE,"MSTB 2-position, pitch 5.00mm, Horizontal, with threaded flange, 320V",Connector_Generic_MountingPin:Conn_01x02_MountingPin,"MyLib_Connector_Phoenix_MSTB:PhoenixContact_MSTB_2,5_2-GF_1x02_P5.00mm_Horizontal_ThreadedFlange_MountHole",*PhoenixContact*MSTB*2*Pitch5.00mm*Horizontal*,THT,Phoenix Contact,"PhoenixContact_MSTB_2,5_2-GF","MSTB 2,5",Terminal Block,PCB Mount,Header,2,1,,5.0,,18,12,0.75,2.5,7.0,,,,,Screw,0°,Slotted,,,16.0,,320.0,,,,,PCB,Through Hole - Flange Mount,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mstb,terminal block,flange,320v",,2026-02-17 03:24:07,,,,0,0
,EL-CON_520153,CON_BLOCK_PHOENIX_MSTB_3_5.08_H_FLANGE_HV,"MSTB 3-position, pitch 5.08mm, Horizontal, with threaded flange, 400V",Connector_Generic_MountingPin:Conn_01x03_MountingPin,"MyLib_Connector_Phoenix_MSTB:PhoenixContact_MSTB_2,5_3-GF-5,08_1x03_P5.08mm_Horizontal_ThreadedFlange",*PhoenixContact*MSTB*3*Pitch5.08mm*Horizontal*,THT,Phoenix Contact,"PhoenixContact_MSTB_2,5_3-GF-5,08","MSTB 2,5",Terminal Block,PCB Mount,Header,3,1,,5.08,,18,12,0.75,2.5,7.0,,,,,Screw,0°,Slotted,,,16.0,,400.0,,,,,PCB,Through Hole - Flange Mount,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mstb,terminal block,flange,400v",,2026-02-17 03:24:07,,,,0,0
,EL-CON_520154,CON_BLOCK_PHOENIX_MSTB_3_5.08_H_FLANGE_HV,"MSTB 3-position, pitch 5.08mm, Horizontal, with threaded flange, 400V",Connector_Generic_MountingPin:Conn_01x03_MountingPin,"MyLib_Connector_Phoenix_MSTB:PhoenixContact_MSTB_2,5_3-GF-5,08_1x03_P5.08mm_Horizontal_ThreadedFlange_MountHole",*PhoenixContact*MSTB*3*Pitch5.08mm*Horizontal*,THT,Phoenix Contact,"PhoenixContact_MSTB_2,5_3-GF-5,08","MSTB 2,5",Terminal Block,PCB Mount,Header,3,1,,5.08,,18,12,0.75,2.5,7.0,,,,,Screw,0°,Slotted,,,16.0,,400.0,,,,,PCB,Through Hole - Flange Mount,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mstb,terminal block,flange,400v",,2026-02-17 03:24:07,,,,0,0
,EL-CON_520155,CON_BLOCK_PHOENIX_MSTB_3_5.00_H_FLANGE,"MSTB 3-position, pitch 5.00mm, Horizontal, with threaded flange, 320V",Connector_Generic_MountingPin:Conn_01x03_MountingPin,"MyLib_Connector_Phoenix_MSTB:PhoenixContact_MSTB_2,5_3-GF_1x03_P5.00mm_Horizontal_ThreadedFlange",*PhoenixContact*MSTB*3*Pitch5.00mm*Horizontal*,THT,Phoenix Contact,"PhoenixContact_MSTB_2,5_3-GF","MSTB 2,5",Terminal Block,PCB Mount,Header,3,1,,5.0,,18,12,0.75,2.5,7.0,,,,,Screw,0°,Slotted,,,16.0,,320.0,,,,,PCB,Through Hole - Flange Mount,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mstb,terminal block,flange,320v",,2026-02-17 03:24:07,,,,0,0
,EL-CON_520156,CON_BLOCK_PHOENIX_MSTB_3_5.00_H_FLANGE,"MSTB 3-position, pitch 5.00mm, Horizontal, with threaded flange, 320V",Connector_Generic_MountingPin:Conn_01x03_MountingPin,"MyLib_Connector_Phoenix_MSTB:PhoenixContact_MSTB_2,5_3-GF_1x03_P5.00mm_Horizontal_ThreadedFlange_MountHole",*PhoenixContact*MSTB*3*Pitch5.00mm*Horizontal*,THT,Phoenix Contact,"PhoenixContact_MSTB_2,5_3-GF","MSTB 2,5",Terminal Block,PCB Mount,Header,3,1,,5.0,,18,12,0.75,2.5,7.0,,,,,Screw,0°,Slotted,,,16.0,,320.0,,,,,PCB,Through Hole - Flange Mount,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mstb,terminal block,flange,320v",,2026-02-17 03:24:07,,,,0,0
,EL-CON_520157,CON_BLOCK_PHOENIX_MSTB_4_5.08_H_FLANGE_HV,"MSTB 4-position, pitch 5.08mm, Horizontal, with threaded flange, 400V",Connector_Generic_MountingPin:Conn_01x04_MountingPin,"MyLib_Connector_Phoenix_MSTB:PhoenixContact_MSTB_2,5_4-GF-5,08_1x04_P5.08mm_Horizontal_ThreadedFlange",*PhoenixContact*MSTB*4*Pitch5.08mm*Horizontal*,THT,Phoenix Contact,"PhoenixContact_MSTB_2,5_4-GF-5,08","MSTB 2,5",Terminal Block,PCB Mount,Header,4,1,,5.08,,18,12,0.75,2.5,7.0,,,,,Screw,0°,Slotted,,,16.0,,400.0,,,,,PCB,Through Hole - Flange Mount,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mstb,terminal block,flange,400v",,2026-02-17 03:24:07,,,,0,0
,EL-CON_520158,CON_BLOCK_PHOENIX_MSTB_4_5.08_H_FLANGE_HV,"MSTB 4-position, pitch 5.08mm, Horizontal, with threaded flange, 400V",Connector_Generic_MountingPin:Conn_01x04_MountingPin,"MyLib_Connector_Phoenix_MSTB:PhoenixContact_MSTB_2,5_4-GF-5,08_1x04_P5.08mm_Horizontal_ThreadedFlange_MountHole",*PhoenixContact*MSTB*4*Pitch5.08mm*Horizontal*,THT,Phoenix Contact,"PhoenixContact_MSTB_2,5_4-GF-5,08","MSTB 2,5",Terminal Block,PCB Mount,Header,4,1,,5.08,,18,12,0.75,2.5,7.0,,,,,Screw,0°,Slotted,,,16.0,,400.0,,,,,PCB,Through Hole - Flange Mount,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mstb,terminal block,flange,400v",,2026-02-17 03:24:07,,,,0,0
,EL-CON_520159,CON_BLOCK_PHOENIX_MSTB_4_5.00_H_FLANGE,"MSTB 4-position, pitch 5.00mm, Horizontal, with threaded flange, 320V",Connector_Generic_MountingPin:Conn_01x04_MountingPin,"MyLib_Connector_Phoenix_MSTB:PhoenixContact_MSTB_2,5_4-GF_1x04_P5.00mm_Horizontal_ThreadedFlange",*PhoenixContact*MSTB*4*Pitch5.00mm*Horizontal*,THT,Phoenix Contact,"PhoenixContact_MSTB_2,5_4-GF","MSTB 2,5",Terminal Block,PCB Mount,Header,4,1,,5.0,,18,12,0.75,2.5,7.0,,,,,Screw,0°,Slotted,,,16.0,,320.0,,,,,PCB,Through Hole - Flange Mount,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mstb,terminal block,flange,320v",,2026-02-17 03:24:07,,,,0,0
,EL-CON_520160,CON_BLOCK_PHOENIX_MSTB_4_5.00_H_FLANGE,"MSTB 4-position, pitch 5.00mm, Horizontal, with threaded flange, 320V",Connector_Generic_MountingPin:Conn_01x04_MountingPin,"MyLib_Connector_Phoenix_MSTB:PhoenixContact_MSTB_2,5_4-GF_1x04_P5.00mm_Horizontal_ThreadedFlange_MountHole",*PhoenixContact*MSTB*4*Pitch5.00mm*Horizontal*,THT,Phoenix Contact,"PhoenixContact_MSTB_2,5_4-GF","MSTB 2,5",Terminal Block,PCB Mount,Header,4,1,,5.0,,18,12,0.75,2.5,7.0,,,,,Screw,0°,Slotted,,,16.0,,320.0,,,,,PCB,Through Hole - Flange Mount,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mstb,terminal block,flange,320v",,2026-02-17 03:24:07,,,,0,0
,EL-CON_520161,CON_BLOCK_PHOENIX_MSTB_5_5.08_H_FLANGE_HV,"MSTB 5-position, pitch 5.08mm, Horizontal, with threaded flange, 400V",Connector_Generic_MountingPin:Conn_01x05_MountingPin,"MyLib_Connector_Phoenix_MSTB:PhoenixContact_MSTB_2,5_5-GF-5,08_1x05_P5.08mm_Horizontal_ThreadedFlange",*PhoenixContact*MSTB*5*Pitch5.08mm*Horizontal*,THT,Phoenix Contact,"PhoenixContact_MSTB_2,5_5-GF-5,08","MSTB 2,5",Terminal Block,PCB Mount,Header,5,1,,5.08,,18,12,0.75,2.5,7.0,,,,,Screw,0°,Slotted,,,14.0,,400.0,,,,,PCB,Through Hole - Flange Mount,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mstb,terminal block,flange,400v",,2026-02-17 03:24:07,,,,0,0
,EL-CON_520162,CON_BLOCK_PHOENIX_MSTB_5_5.08_H_FLANGE_HV,"MSTB 5-position, pitch 5.08mm, Horizontal, with threaded flange, 400V",Connector_Generic_MountingPin:Conn_01x05_MountingPin,"MyLib_Connector_Phoenix_MSTB:PhoenixContact_MSTB_2,5_5-GF-5,08_1x05_P5.08mm_Horizontal_ThreadedFlange_MountHole",*PhoenixContact*MSTB*5*Pitch5.08mm*Horizontal*,THT,Phoenix Contact,"PhoenixContact_MSTB_2,5_5-GF-5,08","MSTB 2,5",Terminal Block,PCB Mount,Header,5,1,,5.08,,18,12,0.75,2.5,7.0,,,,,Screw,0°,Slotted,,,14.0,,400.0,,,,,PCB,Through Hole - Flange Mount,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mstb,terminal block,flange,400v",,2026-02-17 03:24:07,,,,0,0
,EL-CON_520163,CON_BLOCK_PHOENIX_MSTB_5_5.00_H_FLANGE,"MSTB 5-position, pitch 5.00mm, Horizontal, with threaded flange, 320V",Connector_Generic_MountingPin:Conn_01x05_MountingPin,"MyLib_Connector_Phoenix_MSTB:PhoenixContact_MSTB_2,5_5-GF_1x05_P5.00mm_Horizontal_ThreadedFlange",*PhoenixContact*MSTB*5*Pitch5.00mm*Horizontal*,THT,Phoenix Contact,"PhoenixContact_MSTB_2,5_5-GF","MSTB 2,5",Terminal Block,PCB Mount,Header,5,1,,5.0,,18,12,0.75,2.5,7.0,,,,,Screw,0°,Slotted,,,14.0,,320.0,,,,,PCB,Through Hole - Flange Mount,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mstb,terminal block,flange,320v",,2026-02-17 03:24:07,,,,0,0
,EL-CON_520164,CON_BLOCK_PHOENIX_MSTB_5_5.00_H_FLANGE,"MSTB 5-position, pitch 5.00mm, Horizontal, with threaded flange, 320V",Connector_Generic_MountingPin:Conn_01x05_MountingPin,"MyLib_Connector_Phoenix_MSTB:PhoenixContact_MSTB_2,5_5-GF_1x05_P5.00mm_Horizontal_ThreadedFlange_MountHole",*PhoenixContact*MSTB*5*Pitch5.00mm*Horizontal*,THT,Phoenix Contact,"PhoenixContact_MSTB_2,5_5-GF","MSTB 2,5",Terminal Block,PCB Mount,Header,5,1,,5.0,,18,12,0.75,2.5,7.0,,,,,Screw,0°,Slotted,,,14.0,,320.0,,,,,PCB,Through Hole - Flange Mount,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mstb,terminal block,flange,320v",,2026-02-17 03:24:07,,,,0,0
,EL-CON_520165,CON_BLOCK_PHOENIX_MSTB_6_5.08_H_FLANGE_HV,"MSTB 6-position, pitch 5.08mm, Horizontal, with threaded flange, 400V",Connector_Generic_MountingPin:Conn_01x06_MountingPin,"MyLib_Connector_Phoenix_MSTB:PhoenixContact_MSTB_2,5_6-GF-5,08_1x06_P5.08mm_Horizontal_ThreadedFlange",*PhoenixContact*MSTB*6*Pitch5.08mm*Horizontal*,THT,Phoenix Contact,"PhoenixContact_MSTB_2,5_6-GF-5,08","MSTB 2,5",Terminal Block,PCB Mount,Header,6,1,,5.08,,18,12,0.75,2.5,7.0,,,,,Screw,0°,Slotted,,,14.0,,400.0,,,,,PCB,Through Hole - Flange Mount,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mstb,terminal block,flange,400v",,2026-02-17 03:24:07,,,,0,0
