Symbol,Value,Footprint,Description,Tags,Footprint_Filter,Datasheet
Interface_USB:FUSB302B01MPX,FUSB302B01MPX,Package_DFN_QFN:WQFN-14-1EP_2.5x2.5mm_P0.5mm_EP1.45x1.45mm,"Programmable USB Type-C Controller w/PD, I2C address 0x23, WQFN-14",USB USB-C PD Power Delivery PHY,WQFN*1EP*2.5x2.5mm*P0.5mm*,http://www.onsemi.com/pub/Collateral/FUSB302B-D.PDF
Interface_USB:FUSB302B10MPX,FUSB302B10MPX,Package_DFN_QFN:WQFN-14-1EP_2.5x2.5mm_P0.5mm_EP1.45x1.45mm,"Programmable USB Type-C Controller w/PD, I2C address 0x24, WQFN-14",USB USB-C PD Power Delivery PHY,WQFN*1EP*2.5x2.5mm*P0.5mm*,http://www.onsemi.com/pub/Collateral/FUSB302B-D.PDF
Interface_USB:FUSB302B11MPX,FUSB302B11MPX,Package_DFN_QFN:WQFN-14-1EP_2.5x2.5mm_P0.5mm_EP1.45x1.45mm,"Programmable USB Type-C Controller w/PD, I2C address 0x25, WQFN-14",USB USB-C PD Power Delivery PHY,WQFN*1EP*2.5x2.5mm*P0.5mm*,http://www.onsemi.com/pub/Collateral/FUSB302B-D.PDF
Interface_USB:FUSB302BMPX,FUSB302BMPX,Package_DFN_QFN:WQFN-14-1EP_2.5x2.5mm_P0.5mm_EP1.45x1.45mm,"Programmable USB Type-C Controller w/PD, I2C address 0x22, WQFN-14",USB USB-C PD Power Delivery PHY,WQFN*1EP*2.5x2.5mm*P0.5mm*,http://www.onsemi.com/pub/Collateral/FUSB302B-D.PDF
Interface_USB:FUSB303BTMX,FUSB303BTMX,Package_DFN_QFN:Texas_X2QFN-12_1.6x1.6mm_P0.4mm,"USB Type-C port controller with I2C and GPIO control, X2QFN-12",usb type-c controller i2c gpio source sink drp,*X2QFN*1.6x1.6mm*P0.4mm*,https://www.onsemi.com/pdf/datasheet/fusb303b-d.pdf
Interface_USB:FUSB307BMPX,FUSB307BMPX,Package_DFN_QFN:WQFN-16-1EP_3x3mm_P0.5mm_EP1.75x1.75mm,"USB Type-C Port Controller with USB-PD, WQFN-16",USB USB-C PD Power Delivery PHY TCPC,WQFN*1EP*3x3mm*P0.5mm*,http://www.onsemi.com/pub/Collateral/FUSB307B-D.PDF
Interface_USB:GL3224-ONY,GL3224-ONY,Package_DFN_QFN:QFN-48-1EP_7x7mm_P0.5mm_EP5.15x5.15mm,"USB 3.0 Dual LUN Memory Card Reader Controller, external firmware support (SPI Flash Memory), WQFN-48",Genesys-Logic Secure-Digital SD-card SDHC SDXC SD3.0-UHS-I microSD eMMC Sony-Memory-Stick-PRO MS-PRO 8051-core GL3224-ONY04,*QFN*7x7mm*P0.5mm*EP5.*x5.*mm*,https://lcsc.com/datasheet/lcsc_datasheet_2410121440_Genesys-Logic-GL3224-ONY04_C157358.pdf
Interface_USB:HUSB238A-xxxxx-QN16R,HUSB238A-xxxxx-QN16R,Package_DFN_QFN:WQFN-16-1EP_3x3mm_P0.5mm_EP1.75x1.75mm,"USB-PD Sink IC Port Controller, VBUS = 3..48V, USB Type-C rev. 2.1, USB-PD rev. 3.1, BC1.2, QC2.0, WQFN-16",USB-C I2C USB-Power-Delivery Extended-Power-Range Quick-Charge,*WQFN*3x3mm*P0.5mm*EP1.7*x1.7*mm*,https://www.lcsc.com/datasheet/lcsc_datasheet_2412301710_Hynetek-HUSB238A-BB001-QN16R_C24833806.pdf
Interface_USB:HUSB238_xxxDD,HUSB238_xxxDD,Package_DFN_QFN:WDFN-10-1EP_3x3mm_P0.5mm_EP1.8x2.5mm,"USB-PD Sink IC Port Controller, VBUS = 3..25V, USB Type-C rev. 1.4, USB-PD rev. 3.0, BC1.2, WDFN-10 / WSON-10",USB-C I2C USB-Power-Delivery HUSB238_001DD HUSB238_002DD HUSB238_003DD HUSB238_004DD HUSB238_005DD HUSB238_006DD,*3x3mm?P0.5mm?EP1.8*x2.5*mm*,https://cdn-learn.adafruit.com/assets/assets/000/125/150/original/husb238_datasheet_full.pdf
Interface_USB:IP2721,IP2721,Package_SO:TSSOP-16_4.4x5mm_P0.65mm,"USB TYPEC  PD Controller Interface, TSSOP-16",USB TYPEC PD,TSSOP*16*4.4x5mm*P0.65mm*,https://datasheet.lcsc.com/lcsc/2006111335_INJOINIC-IP2721_C603176.pdf
