"Database_Symbol","Value","Footprint","Description","Tags","Footprint_Filter","Datasheet"
"Relay:ADW11","ADW11","Relay_THT:Relay_SPST_Panasonic_ADW11","Panasonic, 8A/16A, Small Polarized Latching Power Relays, Single coil, 1 Form A","SPST 1P1T latching bistable","Relay*SPST*Panasonic*ADW11*","https://api.pim.na.industrial.panasonic.com/file_stream/main/fileversion/270"
"Relay:AZ850-x","AZ850-x","Relay_THT:Relay_DPDT_FRT5","American Zettler, Microminiature Polarised Dual Pole Relay","Miniature Polarised Relay Dual Pole","Relay*DPDT*FRT5*","http://www.azettler.com/pdfs/az850.pdf"
"Relay:AZ850P1-x","AZ850P1-x","Relay_THT:Relay_DPDT_FRT5","American Zettler, Microminiature Polarised Dual Pole Relay Bistable","Miniature Polarised Relay Dual Pole Bistable","Relay*DPDT*FRT5*","http://www.azettler.com/pdfs/az850.pdf"
"Relay:AZ850P2-x","AZ850P2-x","Relay_THT:Relay_DPDT_FRT5","American Zettler, Microminiature Polarised Dual Pole Relay Bistable","Miniature Polarised Relay Dual Pole Bistable","Relay*DPDT*FRT5*","http://www.azettler.com/pdfs/az850.pdf"
"Relay:AZSR131-1AE-12D","AZSR131-1AE-12D","Relay_THT:Relay_SPST_Zettler-AZSR131","SPST, Closing Contact, 277VAC 35A max, 12V DC coil voltage","Single Pole Reed Relay SPST","Relay*AZSR131*","https://www.azettler.com/pdfs/azsr131.pdf"
"Relay:COTO_3602_Split","COTO_3602_Split","Relay_THT:Relay_DPST_COTO_3602","Low thermal EMF DPST-NO reed relay, 150V 0.25A, 30.48x16.76x12.06mm","reed relay low thermal emf","*Relay*COTO*3602*","https://cotorelay.com/wp-content/uploads/2014/09/3600_series_reed_relay_datasheet.pdf"
"Relay:COTO_3650_Split","COTO_3650_Split","Relay_THT:Relay_3PST_COTO_3650","Low thermal EMF 3PST-NO reed relay, 150V 0.25A, similar to 3660 but with independent shield, 30.48x16.76x12.06mm","reed relay low thermal emf","*Relay*COTO*3650*","https://cotorelay.com/wp-content/uploads/2014/09/3600_series_reed_relay_datasheet.pdf"
"Relay:COTO_3660_Split","COTO_3660_Split","Relay_THT:Relay_3PST_COTO_3660","Low thermal EMF 3PST-NO reed relay, 150V 0.25A, similar to 3650 but with shared shield/contact, 30.48x16.76x12.06mm","reed relay low thermal emf","*Relay*COTO*3660*","https://cotorelay.com/wp-content/uploads/2014/09/3600_series_reed_relay_datasheet.pdf"
"Relay:DIPxx-1Axx-11x","DIPxx-1Axx-11x","Relay_THT:Relay_StandexMeder_DIP_LowProfile","Standex Meder DIP reed relay, SPST, Closing Contact","Single Pole Reed Relay SPST","Relay*StandexMeder*DIP*LowProfile*","https://standexelectronics.com/wp-content/uploads/datasheet_reed_relay_DIP.pdf"
"Relay:DIPxx-1Axx-12x","DIPxx-1Axx-12x","Relay_THT:Relay_StandexMeder_DIP_LowProfile","Standex Meder DIP reed relay, SPST, Closing Contact","Single Pole Reed Relay SPST","Relay*StandexMeder*DIP*LowProfile*","https://standexelectronics.com/wp-content/uploads/datasheet_reed_relay_DIP.pdf"
"Relay:DIPxx-1Axx-12xD","DIPxx-1Axx-12xD","Relay_THT:Relay_StandexMeder_DIP_LowProfile","Standex Meder DIP reed relay, SPST, Closing Contact, including diode","Single Pole Reed Relay SPST","Relay*StandexMeder*DIP*LowProfile*","https://standexelectronics.com/wp-content/uploads/datasheet_reed_relay_DIP.pdf"
"Relay:DIPxx-1Axx-13x","DIPxx-1Axx-13x","Relay_THT:Relay_StandexMeder_DIP_LowProfile","Standex Meder DIP reed relay, SPST, Closing Contact","Single Pole Reed Relay SPST","Relay*StandexMeder*DIP*LowProfile*","https://standexelectronics.com/wp-content/uploads/datasheet_reed_relay_DIP.pdf"
"Relay:DIPxx-1Cxx-51x","DIPxx-1Cxx-51x","Relay_THT:Relay_StandexMeder_DIP_LowProfile","Standex Meder DIP reed relay, SPDT","Single Pole Reed Relay SPDT","Relay*StandexMeder*DIP*LowProfile*","https://standexelectronics.com/wp-content/uploads/datasheet_reed_relay_DIP.pdf"
"Relay:DIPxx-2Axx-21x","DIPxx-2Axx-21x","Relay_THT:Relay_StandexMeder_DIP_LowProfile","Standex Meder DIP reed relay, DPST, Closing Contacts","Single Pole Reed Relay DPST","Relay*StandexMeder*DIP*LowProfile*","https://standexelectronics.com/wp-content/uploads/datasheet_reed_relay_DIP.pdf"
"Relay:DR-24V","DR-24V","Relay_THT:Relay_SPDT_Panasonic_DR","5V DC, Single side stable, Polarized Coil, High speed","highly reliable","*Relay*SPDT*Panasonic?DR*","https://mediap.industry.panasonic.eu/assets/download-files/import/ds_dr_en_discon.pdf"
"Relay:DR-3V","DR-3V","Relay_THT:Relay_SPDT_Panasonic_DR","3V DC, Single side stable, Polarized Coil, High speed","highly reliable","*Relay*SPDT*Panasonic?DR*","https://www.panasonic-electric-works.com/pew/de/downloads/ds_dr_en_discon.pdf"
"Relay:DR-5V","DR-5V","Relay_THT:Relay_SPDT_Panasonic_DR","5V DC, Single side stable, Polarized Coil, High speed","highly reliable","*Relay*SPDT*Panasonic?DR*","https://mediap.industry.panasonic.eu/assets/download-files/import/ds_dr_en_discon.pdf"
"Relay:DR-L-3V","DR-L-3V","Relay_THT:Relay_SPDT_Panasonic_DR-L","3V DC, 1 Latching Polarized Coil, High speed","higly reliable single latch","*Relay*SPDT*Panasonic?DR?L*","https://mediap.industry.panasonic.eu/assets/download-files/import/ds_dr_en_discon.pdf"
"Relay:DR-L2-3V_Form1","DR-L2-3V_Form1","Relay_THT:Relay_SPDT_Panasonic_DR-L2","3V DC, 2 Latching Polarized Coils, Set A1, High speed","highly reliable dual latch","*Relay*SPDT*Panasonic?DR?L2*","https://mediap.industry.panasonic.eu/assets/download-files/import/ds_dr_en_discon.pdf"
"Relay:DR-L2-3V_Form2","DR-L2-3V_Form2","Relay_THT:Relay_SPDT_Panasonic_DR-L2","3V DC, 2 Latching Polarized Coils, Set B1, High speed","highly reliable dual latch","*Relay*SPDT*Panasonic?DR?L2*","https://mediap.industry.panasonic.eu/assets/download-files/import/ds_dr_en_discon.pdf"
"Relay:EC2-12NU","EC2-12NU","Relay_THT:Relay_DPDT_Kemet_EC2_NU","General purpose signal relay, Kemet EC2 Series, DPDT (2 Form C), non-latching, through hole, 60W/125VA, 220VDC/250VAC, 2A, 12V DC coil","signal relay double pole double throw DPDT DC coil non latching","Relay*Kemet*EC2*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EC2-12SNU","EC2-12SNU","Relay_THT:Relay_DPDT_Kemet_EC2_NU","General purpose signal relay, Kemet EC2 Series, DPDT (2 Form C), single coil latching, through hole, 60W/125VA, 220VDC/250VAC, 2A, 12V DC coil","signal relay double pole double throw DPDT DC coil single coil latching","Relay*Kemet*EC2*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EC2-12TNU","EC2-12TNU","Relay_THT:Relay_DPDT_Kemet_EC2_NU_DoubleCoil","General purpose signal relay, Kemet EC2 Series, DPDT (2 Form C), double coil latching, through hole, 60W/125VA, 220VDC/250VAC, 2A, 12V DC coil","signal relay double pole double throw DPDT DC coil double dual coil latching","Relay*Kemet*EC2*DoubleCoil*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EC2-24NU","EC2-24NU","Relay_THT:Relay_DPDT_Kemet_EC2_NU","General purpose signal relay, Kemet EC2 Series, DPDT (2 Form C), non-latching, through hole, 60W/125VA, 220VDC/250VAC, 2A, 24V DC coil","signal relay double pole double throw DPDT DC coil non latching","Relay*Kemet*EC2*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EC2-24SNU","EC2-24SNU","Relay_THT:Relay_DPDT_Kemet_EC2_NU","General purpose signal relay, Kemet EC2 Series, DPDT (2 Form C), single coil latching, through hole, 60W/125VA, 220VDC/250VAC, 2A, 24V DC coil","signal relay double pole double throw DPDT DC coil single coil latching","Relay*Kemet*EC2*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EC2-24TNU","EC2-24TNU","Relay_THT:Relay_DPDT_Kemet_EC2_NU_DoubleCoil","General purpose signal relay, Kemet EC2 Series, DPDT (2 Form C), double coil latching, through hole, 60W/125VA, 220VDC/250VAC, 2A, 24V DC coil","signal relay double pole double throw DPDT DC coil double dual coil latching","Relay*Kemet*EC2*DoubleCoil*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EC2-3NU","EC2-3NU","Relay_THT:Relay_DPDT_Kemet_EC2_NU","General purpose signal relay, Kemet EC2 Series, DPDT (2 Form C), non-latching, through hole, 60W/125VA, 220VDC/250VAC, 2A, 3V DC coil","signal relay double pole double throw DPDT DC coil non latching","Relay*Kemet*EC2*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EC2-3SNU","EC2-3SNU","Relay_THT:Relay_DPDT_Kemet_EC2_NU","General purpose signal relay, Kemet EC2 Series, DPDT (2 Form C), single coil latching, through hole, 60W/125VA, 220VDC/250VAC, 2A, 3V DC coil","signal relay double pole double throw DPDT DC coil single coil latching","Relay*Kemet*EC2*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EC2-3TNU","EC2-3TNU","Relay_THT:Relay_DPDT_Kemet_EC2_NU_DoubleCoil","General purpose signal relay, Kemet EC2 Series, DPDT (2 Form C), double coil latching, through hole, 60W/125VA, 220VDC/250VAC, 2A, 3V DC coil","signal relay double pole double throw DPDT DC coil double dual coil latching","Relay*Kemet*EC2*DoubleCoil*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EC2-4.5NU","EC2-4.5NU","Relay_THT:Relay_DPDT_Kemet_EC2_NU","General purpose signal relay, Kemet EC2 Series, DPDT (2 Form C), non-latching, through hole, 60W/125VA, 220VDC/250VAC, 2A, 4.5V DC coil","signal relay double pole double throw DPDT DC coil non latching","Relay*Kemet*EC2*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EC2-4.5SNU","EC2-4.5SNU","Relay_THT:Relay_DPDT_Kemet_EC2_NU","General purpose signal relay, Kemet EC2 Series, DPDT (2 Form C), single coil latching, through hole, 60W/125VA, 220VDC/250VAC, 2A, 4.5V DC coil","signal relay double pole double throw DPDT DC coil single coil latching","Relay*Kemet*EC2*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EC2-4.5TNU","EC2-4.5TNU","Relay_THT:Relay_DPDT_Kemet_EC2_NU_DoubleCoil","General purpose signal relay, Kemet EC2 Series, DPDT (2 Form C), double coil latching, through hole, 60W/125VA, 220VDC/250VAC, 2A, 4.5V DC coil","signal relay double pole double throw DPDT DC coil double dual coil latching","Relay*Kemet*EC2*DoubleCoil*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EC2-5NU","EC2-5NU","Relay_THT:Relay_DPDT_Kemet_EC2_NU","General purpose signal relay, Kemet EC2 Series, DPDT (2 Form C), non-latching, through hole, 60W/125VA, 220VDC/250VAC, 2A, 5V DC coil","signal relay double pole double throw DPDT DC coil non latching","Relay*Kemet*EC2*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EC2-5SNU","EC2-5SNU","Relay_THT:Relay_DPDT_Kemet_EC2_NU","General purpose signal relay, Kemet EC2 Series, DPDT (2 Form C), single coil latching, through hole, 60W/125VA, 220VDC/250VAC, 2A, 5V DC coil","signal relay double pole double throw DPDT DC coil single coil latching","Relay*Kemet*EC2*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EC2-5TNU","EC2-5TNU","Relay_THT:Relay_DPDT_Kemet_EC2_NU_DoubleCoil","General purpose signal relay, Kemet EC2 Series, DPDT (2 Form C), double coil latching, through hole, 60W/125VA, 220VDC/250VAC, 2A, 5V DC coil","signal relay double pole double throw DPDT DC coil double dual coil latching","Relay*Kemet*EC2*DoubleCoil*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-12NKX","EE2-12NKX","Relay_SMD:Relay_DPDT_Kemet_EE2_NUX_NKX","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), non-latching, high breakdown voltage, high solder joint reliability SMD, 60W/125VA, 220VDC/250VAC, 2A, 12V DC coil","signal relay double pole double throw DPDT DC coil non latching","Relay*DPDT*Kemet*EE2*NKX*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-12NU","EE2-12NU","Relay_SMD:Relay_DPDT_Kemet_EE2_NU","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), non-latching, SMD, 60W/125VA, 220VDC/250VAC, 2A, 12V DC coil","signal relay double pole double throw DPDT DC coil non latching","Relay*DPDT*Kemet*EE2*NU*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-12NUH","EE2-12NUH","Relay_SMD:Relay_DPDT_Kemet_EE2_NUH","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), non-latching, small footprint SMD, 60W/125VA, 220VDC/250VAC, 2A, 12V DC coil","signal relay double pole double throw DPDT DC coil non latching","Relay*DPDT*Kemet*EE2*NUH*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-12NUX","EE2-12NUX","Relay_SMD:Relay_DPDT_Kemet_EE2_NUX_NKX","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), non-latching, high solder joint reliability SMD, 60W/125VA, 220VDC/250VAC, 2A, 12V DC coil","signal relay double pole double throw DPDT DC coil non latching","Relay*DPDT*Kemet*EE2*NUX*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-12SNU","EE2-12SNU","Relay_SMD:Relay_DPDT_Kemet_EE2_NU","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), single coil latching, SMD, 60W/125VA, 220VDC/250VAC, 2A, 12V DC coil","signal relay double pole double throw DPDT DC coil single coil latching","Relay*DPDT*Kemet*EE2*NU*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-12SNUH","EE2-12SNUH","Relay_SMD:Relay_DPDT_Kemet_EE2_NUH","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), single coil latching, small footprint SMD, 60W/125VA, 220VDC/250VAC, 2A, 12V DC coil","signal relay double pole double throw DPDT DC coil single coil latching","Relay*DPDT*Kemet*EE2*NUH*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-12SNUX","EE2-12SNUX","Relay_SMD:Relay_DPDT_Kemet_EE2_NUX_NKX","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), single coil latching, high solder joint reliability SMD, 60W/125VA, 220VDC/250VAC, 2A, 12V DC coil","signal relay double pole double throw DPDT DC coil single coil latching","Relay*DPDT*Kemet*EE2*NUX*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-12TNU","EE2-12TNU","Relay_SMD:Relay_DPDT_Kemet_EE2_NU_DoubleCoil","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), double coil latching, SMD, 60W/125VA, 220VDC/250VAC, 2A, 12V DC coil","signal relay double pole double throw DPDT DC coil double dual coil latching","Relay*DPDT*Kemet*EE2*NU*DoubleCoil*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-12TNUH","EE2-12TNUH","Relay_SMD:Relay_DPDT_Kemet_EE2_NUH_DoubleCoil","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), double coil latching, small footprint SMD, 60W/125VA, 220VDC/250VAC, 2A, 12V DC coil","signal relay double pole double throw DPDT DC coil double dual coil latching","Relay*DPDT*Kemet*EE2*NUH*DoubleCoil*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-12TNUX","EE2-12TNUX","Relay_SMD:Relay_DPDT_Kemet_EE2_NUX_DoubleCoil","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), double coil latching, high solder joint reliability SMD, 60W/125VA, 220VDC/250VAC, 2A, 12V DC coil","signal relay double pole double throw DPDT DC coil double dual coil latching","Relay*DPDT*Kemet*EE2*NUX*DoubleCoil*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-24NU","EE2-24NU","Relay_SMD:Relay_DPDT_Kemet_EE2_NU","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), non-latching, SMD, 60W/125VA, 220VDC/250VAC, 2A, 24V DC coil","signal relay double pole double throw DPDT DC coil non latching","Relay*DPDT*Kemet*EE2*NU*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-24NUH","EE2-24NUH","Relay_SMD:Relay_DPDT_Kemet_EE2_NUH","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), non-latching, small footprint SMD, 60W/125VA, 220VDC/250VAC, 2A, 24V DC coil","signal relay double pole double throw DPDT DC coil non latching","Relay*DPDT*Kemet*EE2*NUH*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-24NUX","EE2-24NUX","Relay_SMD:Relay_DPDT_Kemet_EE2_NUX_NKX","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), non-latching, high solder joint reliability SMD, 60W/125VA, 220VDC/250VAC, 2A, 24V DC coil","signal relay double pole double throw DPDT DC coil non latching","Relay*DPDT*Kemet*EE2*NUX*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-24SNU","EE2-24SNU","Relay_SMD:Relay_DPDT_Kemet_EE2_NU","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), single coil latching, SMD, 60W/125VA, 220VDC/250VAC, 2A, 24V DC coil","signal relay double pole double throw DPDT DC coil single coil latching","Relay*DPDT*Kemet*EE2*NU*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-24SNUH","EE2-24SNUH","Relay_SMD:Relay_DPDT_Kemet_EE2_NUH","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), single coil latching, small footprint SMD, 60W/125VA, 220VDC/250VAC, 2A, 24V DC coil","signal relay double pole double throw DPDT DC coil single coil latching","Relay*DPDT*Kemet*EE2*NUH*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-24SNUX","EE2-24SNUX","Relay_SMD:Relay_DPDT_Kemet_EE2_NUX_NKX","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), single coil latching, high solder joint reliability SMD, 60W/125VA, 220VDC/250VAC, 2A, 24V DC coil","signal relay double pole double throw DPDT DC coil single coil latching","Relay*DPDT*Kemet*EE2*NUX*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-24TNU","EE2-24TNU","Relay_SMD:Relay_DPDT_Kemet_EE2_NU_DoubleCoil","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), double coil latching, SMD, 60W/125VA, 220VDC/250VAC, 2A, 24V DC coil","signal relay double pole double throw DPDT DC coil double dual coil latching","Relay*DPDT*Kemet*EE2*NU*DoubleCoil*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-24TNUH","EE2-24TNUH","Relay_SMD:Relay_DPDT_Kemet_EE2_NUH_DoubleCoil","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), double coil latching, small footprint SMD, 60W/125VA, 220VDC/250VAC, 2A, 24V DC coil","signal relay double pole double throw DPDT DC coil double dual coil latching","Relay*DPDT*Kemet*EE2*NUH*DoubleCoil*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-24TNUX","EE2-24TNUX","Relay_SMD:Relay_DPDT_Kemet_EE2_NUX_DoubleCoil","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), double coil latching, high solder joint reliability SMD, 60W/125VA, 220VDC/250VAC, 2A, 24V DC coil","signal relay double pole double throw DPDT DC coil double dual coil latching","Relay*DPDT*Kemet*EE2*NUX*DoubleCoil*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-3NKX","EE2-3NKX","Relay_SMD:Relay_DPDT_Kemet_EE2_NUX_NKX","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), non-latching, high breakdown voltage, high solder joint reliability SMD, 60W/125VA, 220VDC/250VAC, 2A, 3V DC coil","signal relay double pole double throw DPDT DC coil non latching","Relay*DPDT*Kemet*EE2*NKX*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-3NU","EE2-3NU","Relay_SMD:Relay_DPDT_Kemet_EE2_NU","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), non-latching, SMD, 60W/125VA, 220VDC/250VAC, 2A, 3V DC coil","signal relay double pole double throw DPDT DC coil non latching","Relay*DPDT*Kemet*EE2*NU*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-3NUH","EE2-3NUH","Relay_SMD:Relay_DPDT_Kemet_EE2_NUH","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), non-latching, small footprint SMD, 60W/125VA, 220VDC/250VAC, 2A, 3V DC coil","signal relay double pole double throw DPDT DC coil non latching","Relay*DPDT*Kemet*EE2*NUH*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-3NUX","EE2-3NUX","Relay_SMD:Relay_DPDT_Kemet_EE2_NUX_NKX","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), non-latching, high solder joint reliability SMD, 60W/125VA, 220VDC/250VAC, 2A, 3V DC coil","signal relay double pole double throw DPDT DC coil non latching","Relay*DPDT*Kemet*EE2*NUX*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-3SNU","EE2-3SNU","Relay_SMD:Relay_DPDT_Kemet_EE2_NU","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), single coil latching, SMD, 60W/125VA, 220VDC/250VAC, 2A, 3V DC coil","signal relay double pole double throw DPDT DC coil single coil latching","Relay*DPDT*Kemet*EE2*NU*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-3SNUH","EE2-3SNUH","Relay_SMD:Relay_DPDT_Kemet_EE2_NUH","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), single coil latching, small footprint SMD, 60W/125VA, 220VDC/250VAC, 2A, 3V DC coil","signal relay double pole double throw DPDT DC coil single coil latching","Relay*DPDT*Kemet*EE2*NUH*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-3SNUX","EE2-3SNUX","Relay_SMD:Relay_DPDT_Kemet_EE2_NUX_NKX","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), single coil latching, high solder joint reliability SMD, 60W/125VA, 220VDC/250VAC, 2A, 3V DC coil","signal relay double pole double throw DPDT DC coil single coil latching","Relay*DPDT*Kemet*EE2*NUX*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-3TNU","EE2-3TNU","Relay_SMD:Relay_DPDT_Kemet_EE2_NU_DoubleCoil","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), double coil latching, SMD, 60W/125VA, 220VDC/250VAC, 2A, 3V DC coil","signal relay double pole double throw DPDT DC coil double dual coil latching","Relay*DPDT*Kemet*EE2*NU*DoubleCoil*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-3TNUH","EE2-3TNUH","Relay_SMD:Relay_DPDT_Kemet_EE2_NUH_DoubleCoil","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), double coil latching, small footprint SMD, 60W/125VA, 220VDC/250VAC, 2A, 3V DC coil","signal relay double pole double throw DPDT DC coil double dual coil latching","Relay*DPDT*Kemet*EE2*NUH*DoubleCoil*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-3TNUX","EE2-3TNUX","Relay_SMD:Relay_DPDT_Kemet_EE2_NUX_DoubleCoil","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), double coil latching, high solder joint reliability SMD, 60W/125VA, 220VDC/250VAC, 2A, 3V DC coil","signal relay double pole double throw DPDT DC coil double dual coil latching","Relay*DPDT*Kemet*EE2*NUX*DoubleCoil*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-4.5NKX","EE2-4.5NKX","Relay_SMD:Relay_DPDT_Kemet_EE2_NUX_NKX","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), non-latching, high breakdown voltage, high solder joint reliability SMD, 60W/125VA, 220VDC/250VAC, 2A, 4.5V DC coil","signal relay double pole double throw DPDT DC coil non latching","Relay*DPDT*Kemet*EE2*NKX*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-4.5NU","EE2-4.5NU","Relay_SMD:Relay_DPDT_Kemet_EE2_NU","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), non-latching, SMD, 60W/125VA, 220VDC/250VAC, 2A, 4.5V DC coil","signal relay double pole double throw DPDT DC coil non latching","Relay*DPDT*Kemet*EE2*NU*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-4.5NUH","EE2-4.5NUH","Relay_SMD:Relay_DPDT_Kemet_EE2_NUH","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), non-latching, small footprint SMD, 60W/125VA, 220VDC/250VAC, 2A, 4.5V DC coil","signal relay double pole double throw DPDT DC coil non latching","Relay*DPDT*Kemet*EE2*NUH*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-4.5NUX","EE2-4.5NUX","Relay_SMD:Relay_DPDT_Kemet_EE2_NUX_NKX","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), non-latching, high solder joint reliability SMD, 60W/125VA, 220VDC/250VAC, 2A, 4.5V DC coil","signal relay double pole double throw DPDT DC coil non latching","Relay*DPDT*Kemet*EE2*NUX*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-4.5SNU","EE2-4.5SNU","Relay_SMD:Relay_DPDT_Kemet_EE2_NU","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), single coil latching, SMD, 60W/125VA, 220VDC/250VAC, 2A, 4.5V DC coil","signal relay double pole double throw DPDT DC coil single coil latching","Relay*DPDT*Kemet*EE2*NU*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-4.5SNUH","EE2-4.5SNUH","Relay_SMD:Relay_DPDT_Kemet_EE2_NUH","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), single coil latching, small footprint SMD, 60W/125VA, 220VDC/250VAC, 2A, 4.5V DC coil","signal relay double pole double throw DPDT DC coil single coil latching","Relay*DPDT*Kemet*EE2*NUH*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-4.5SNUX","EE2-4.5SNUX","Relay_SMD:Relay_DPDT_Kemet_EE2_NUX_NKX","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), single coil latching, high solder joint reliability SMD, 60W/125VA, 220VDC/250VAC, 2A, 4.5V DC coil","signal relay double pole double throw DPDT DC coil single coil latching","Relay*DPDT*Kemet*EE2*NUX*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
