"Database_Symbol","Value","Footprint","Description","Tags","Footprint_Filter","Datasheet"
"Relay:IM05","IM05","","IM Relay, standard version, monostable, switching current 2/5A, power 60W/62.5VA, voltage 220VDC/250VAC","relay monostable","Relay*DPDT*AXICOM*IMSeries*","http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98001&DocType=SS&DocLang=EN"
"Relay:IM06","IM06","","IM Relay, standard version, monostable, switching current 2/5A, power 60W/62.5VA, voltage 220VDC/250VAC","relay monostable","Relay*DPDT*AXICOM*IMSeries*","http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98001&DocType=SS&DocLang=EN"
"Relay:IM07","IM07","","IM Relay, standard version, monostable, switching current 2/5A, power 60W/62.5VA, voltage 220VDC/250VAC","relay monostable","Relay*DPDT*AXICOM*IMSeries*","http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98001&DocType=SS&DocLang=EN"
"Relay:IM08","IM08","","IM Relay, standard version, monostable, switching current 2/5A, power 60W/62.5VA, voltage 220VDC/250VAC","relay monostable","Relay*DPDT*AXICOM*IMSeries*","http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98001&DocType=SS&DocLang=EN"
"Relay:IM11","IM11","","IM Relay, sensitive version, monostable, switching current 2/5A, power 60W/62.5VA, voltage 220VDC/250VAC","relay monastable sensitive","Relay*DPDT*AXICOM*IMSeries*","http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98001&DocType=SS&DocLang=EN"
"Relay:IM12","IM12","","IM Relay, sensitive version, monostable, switching current 2/5A, power 60W/62.5VA, voltage 220VDC/250VAC","relay monastable sensitive","Relay*DPDT*AXICOM*IMSeries*","http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98001&DocType=SS&DocLang=EN"
"Relay:IM13","IM13","","IM Relay, sensitive version, monostable, switching current 2/5A, power 60W/62.5VA, voltage 220VDC/250VAC","relay monastable sensitive","Relay*DPDT*AXICOM*IMSeries*","http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98001&DocType=SS&DocLang=EN"
"Relay:IM16","IM16","","IM Relay, sensitive version, monostable, switching current 2/5A, power 60W/62.5VA, voltage 220VDC/250VAC","relay monastable sensitive","Relay*DPDT*AXICOM*IMSeries*","http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98001&DocType=SS&DocLang=EN"
"Relay:IM17","IM17","","IM Relay, sensitive version, monostable, switching current 2/5A, power 60W/62.5VA, voltage 220VDC/250VAC","relay monastable sensitive","Relay*DPDT*AXICOM*IMSeries*","http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98001&DocType=SS&DocLang=EN"
"Relay:IM21","IM21","","IM Relay, high sensitive version, monostable, switching current 2/5A, power 60W/62.5VA, voltage 220VDC/250VAC","relay monastable sensitive","Relay*DPDT*AXICOM*IMSeries*","http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98001&DocType=SS&DocLang=EN"
"Relay:IM22","IM22","","IM Relay, high sensitive version, monostable, switching current 2/5A, power 60W/62.5VA, voltage 220VDC/250VAC","relay monastable sensitive","Relay*DPDT*AXICOM*IMSeries*","http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98001&DocType=SS&DocLang=EN"
"Relay:IM23","IM23","","IM Relay, high sensitive version, monostable, switching current 2/5A, power 60W/62.5VA, voltage 220VDC/250VAC","relay monastable sensitive","Relay*DPDT*AXICOM*IMSeries*","http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98001&DocType=SS&DocLang=EN"
"Relay:IM26","IM26","","IM Relay, high sensitive version, monostable, switching current 2/5A, power 60W/62.5VA, voltage 220VDC/250VAC","relay monastable sensitive","Relay*DPDT*AXICOM*IMSeries*","http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98001&DocType=SS&DocLang=EN"
"Relay:IM40","IM40","","IM Relay, standard version, bistable, switching current 2/5A, power 60W/62.5VA, voltage 220VDC/250VAC","relay bistable","Relay*DPDT*AXICOM*IMSeries*","http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98001&DocType=SS&DocLang=EN"
"Relay:IM41","IM41","","IM Relay, standard version, bistable, switching current 2/5A, power 60W/62.5VA, voltage 220VDC/250VAC","relay bistable","Relay*DPDT*AXICOM*IMSeries*","http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98001&DocType=SS&DocLang=EN"
"Relay:IM42","IM42","","IM Relay, standard version, bistable, switching current 2/5A, power 60W/62.5VA, voltage 220VDC/250VAC","relay bistable","Relay*DPDT*AXICOM*IMSeries*","http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98001&DocType=SS&DocLang=EN"
"Relay:IM43","IM43","","IM Relay, standard version, bistable, switching current 2/5A, power 60W/62.5VA, voltage 220VDC/250VAC","relay bistable","Relay*DPDT*AXICOM*IMSeries*","http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98001&DocType=SS&DocLang=EN"
"Relay:IM44","IM44","","IM Relay, standard version, bistable, switching current 2/5A, power 60W/62.5VA, voltage 220VDC/250VAC","relay bistable","Relay*DPDT*AXICOM*IMSeries*","http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98001&DocType=SS&DocLang=EN"
"Relay:IM45","IM45","","IM Relay, standard version, bistable, switching current 2/5A, power 60W/62.5VA, voltage 220VDC/250VAC","relay bistable","Relay*DPDT*AXICOM*IMSeries*","http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98001&DocType=SS&DocLang=EN"
"Relay:IM46","IM46","","IM Relay, standard version, bistable, switching current 2/5A, power 60W/62.5VA, voltage 220VDC/250VAC","relay bistable","Relay*DPDT*AXICOM*IMSeries*","http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98001&DocType=SS&DocLang=EN"
"Relay:IM47","IM47","","IM Relay, standard version, bistable, switching current 2/5A, power 60W/62.5VA, voltage 220VDC/250VAC","relay bistable","Relay*DPDT*AXICOM*IMSeries*","http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98001&DocType=SS&DocLang=EN"
"Relay:IM48","IM48","","IM Relay, standard version, bistable, switching current 2/5A, power 60W/62.5VA, voltage 220VDC/250VAC","relay bistable","Relay*DPDT*AXICOM*IMSeries*","http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98001&DocType=SS&DocLang=EN"
"Relay:JQC-3FF-005-1H","JQC-3FF-005-1H","Relay_THT:Relay_SPST_Hongfa_JQC-3FF_0XX-1H","Subminiature High Power SPST NO Relay, 5V Coil nom. 0.36W, 15A switching current, max 10A@277VAC/28VDC","Hongmei","Relay*SPST*Hongfa*JQC*3FF*0XX*1H*","https://www.digikey.com/htmldatasheets/production/2071105/0/0/1/JQC-3FF.pdf"
"Relay:JQC-3FF-005-1Z","JQC-3FF-005-1Z","Relay_THT:Relay_SPDT_Hongfa_JQC-3FF_0XX-1Z","Subminiature High Power SPDT Relay, 5V Coil nom. 0.36W, 10A switching current, max 10A@277VAC/28VDC","Hongmei","Relay*SPDT*Hongfa*JQC*3FF*0XX*1Z*","https://www.digikey.com/htmldatasheets/production/2071105/0/0/1/JQC-3FF.pdf"
"Relay:JQC-3FF-006-1H","JQC-3FF-006-1H","Relay_THT:Relay_SPST_Hongfa_JQC-3FF_0XX-1H","Subminiature High Power SPST NO Relay, 6V Coil nom. 0.36W, 15A switching current, max 10A@277VAC/28VDC","Hongmei","Relay*SPST*Hongfa*JQC*3FF*0XX*1H*","https://www.digikey.com/htmldatasheets/production/2071105/0/0/1/JQC-3FF.pdf"
"Relay:JQC-3FF-006-1Z","JQC-3FF-006-1Z","Relay_THT:Relay_SPDT_Hongfa_JQC-3FF_0XX-1Z","Subminiature High Power SPDT Relay, 6V Coil nom. 0.36W, 10A switching current, max 10A@277VAC/28VDC","Hongmei","Relay*SPDT*Hongfa*JQC*3FF*0XX*1Z*","https://www.digikey.com/htmldatasheets/production/2071105/0/0/1/JQC-3FF.pdf"
"Relay:JQC-3FF-009-1H","JQC-3FF-009-1H","Relay_THT:Relay_SPST_Hongfa_JQC-3FF_0XX-1H","Subminiature High Power SPST NO Relay, 9V Coil nom. 0.36W, 15A switching current, max 10A@277VAC/28VDC","Hongmei","Relay*SPST*Hongfa*JQC*3FF*0XX*1H*","https://www.digikey.com/htmldatasheets/production/2071105/0/0/1/JQC-3FF.pdf"
"Relay:JQC-3FF-009-1Z","JQC-3FF-009-1Z","Relay_THT:Relay_SPDT_Hongfa_JQC-3FF_0XX-1Z","Subminiature High Power SPDT Relay, 9V Coil nom. 0.36W, 10A switching current, max 10A@277VAC/28VDC","Hongmei","Relay*SPDT*Hongfa*JQC*3FF*0XX*1Z*","https://www.digikey.com/htmldatasheets/production/2071105/0/0/1/JQC-3FF.pdf"
"Relay:JQC-3FF-012-1H","JQC-3FF-012-1H","Relay_THT:Relay_SPST_Hongfa_JQC-3FF_0XX-1H","Subminiature High Power SPST NO Relay, 12V Coil nom. 0.36W, 15A switching current, max 10A@277VAC/28VDC","Hongmei","Relay*SPST*Hongfa*JQC*3FF*0XX*1H*","https://www.digikey.com/htmldatasheets/production/2071105/0/0/1/JQC-3FF.pdf"
"Relay:JQC-3FF-012-1Z","JQC-3FF-012-1Z","Relay_THT:Relay_SPDT_Hongfa_JQC-3FF_0XX-1Z","Subminiature High Power SPDT Relay, 12V Coil nom. 0.36W, 10A switching current, max 10A@277VAC/28VDC","Hongmei","Relay*SPDT*Hongfa*JQC*3FF*0XX*1Z*","https://www.digikey.com/htmldatasheets/production/2071105/0/0/1/JQC-3FF.pdf"
"Relay:JQC-3FF-018-1H","JQC-3FF-018-1H","Relay_THT:Relay_SPST_Hongfa_JQC-3FF_0XX-1H","Subminiature High Power SPST NO Relay, 18V Coil nom. 0.36W, 10A switching current, max 15A@277VAC/28VDC","Hongmei","Relay*SPST*Hongfa*JQC*3FF*0XX*1H*","https://www.digikey.com/htmldatasheets/production/2071105/0/0/1/JQC-3FF.pdf"
"Relay:JQC-3FF-018-1Z","JQC-3FF-018-1Z","Relay_THT:Relay_SPDT_Hongfa_JQC-3FF_0XX-1Z","Subminiature High Power SPDT Relay, 18V Coil nom. 0.36W, 10A switching current, max 10A@277VAC/28VDC","Hongmei","Relay*SPDT*Hongfa*JQC*3FF*0XX*1Z*","https://www.digikey.com/htmldatasheets/production/2071105/0/0/1/JQC-3FF.pdf"
"Relay:JQC-3FF-024-1H","JQC-3FF-024-1H","Relay_THT:Relay_SPST_Hongfa_JQC-3FF_0XX-1H","Subminiature High Power SPST NO Relay, 24V Coil nom. 0.36W, 15A switching current, max 10A@277VAC/28VDC","Hongmei","Relay*SPST*Hongfa*JQC*3FF*0XX*1H*","https://www.digikey.com/htmldatasheets/production/2071105/0/0/1/JQC-3FF.pdf"
"Relay:JQC-3FF-024-1Z","JQC-3FF-024-1Z","Relay_THT:Relay_SPDT_Hongfa_JQC-3FF_0XX-1Z","Subminiature High Power SPDT Relay, 24V Coil nom. 0.36W, 10A switching current, max 10A@277VAC/28VDC","Hongmei","Relay*SPDT*Hongfa*JQC*3FF*0XX*1Z*","https://www.digikey.com/htmldatasheets/production/2071105/0/0/1/JQC-3FF.pdf"
"Relay:JQC-3FF-048-1H","JQC-3FF-048-1H","Relay_THT:Relay_SPST_Hongfa_JQC-3FF_0XX-1H","Subminiature High Power SPST NO Relay, 48V Coil nom. 0.51W, 15A switching current, max 10A@277VAC/28VDC","Hongmei","Relay*SPST*Hongfa*JQC*3FF*0XX*1H*","https://www.digikey.com/htmldatasheets/production/2071105/0/0/1/JQC-3FF.pdf"
"Relay:JQC-3FF-048-1Z","JQC-3FF-048-1Z","Relay_THT:Relay_SPDT_Hongfa_JQC-3FF_0XX-1Z","Subminiature High Power SPDT Relay, 48V Coil nom. 0.51W, 10A switching current, max 10A@277VAC/28VDC","Hongmei","Relay*SPDT*Hongfa*JQC*3FF*0XX*1Z*","https://www.digikey.com/htmldatasheets/production/2071105/0/0/1/JQC-3FF.pdf"
"Relay:JW2","JW2","Relay_THT:Relay_DPDT_Panasonic_JW2","General Purpose Relay DPDT (2 Form C) Through Hole, Panasonic JW series","Panasonic Relay Dual Pole","Relay*DPDT*Panasonic*JW2*","http://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_jw.pdf?via=ok"
"Relay:MSxx-1Axx-75","MSxx-1Axx-75","Relay_THT:Relay_SPST_StandexMeder_MS_Form1AB","Standex Meder MS reed relay, SPST, Closing Contact","Single Pole Reed Relay SPST","Relay*SPST*StandexMeder*MS*Form1AB*","https://standexelectronics.com/wp-content/uploads/datasheets/42/4205187975e.pdf"
"Relay:MSxx-1Bxx-75","MSxx-1Bxx-75","Relay_THT:Relay_SPST_StandexMeder_MS_Form1AB","Standex Meder MS reed relay, SPST, Opening Contact","Single Pole Reed Relay SPST","Relay*SPST*StandexMeder*MS*Form1AB*","https://standexelectronics.com/de/produkte/ms-reed-relais/"
"Relay:Panasonic_ALFG1PF09","Panasonic_ALFG1PF09","Relay_THT:Relay_SPST_Panasonic_ALFG_FormA_CircularHoles","9V DC, Standard, 22A, Contact Gap 1.5mm, ALFG_FormA","single pole spst make contact","Relay*SPST*Panasonic*ALFG*FormA*","https://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_lfg.pdf"
"Relay:Panasonic_ALFG1PF091","Panasonic_ALFG1PF091","Relay_THT:Relay_SPST_Panasonic_ALFG_FormA_CircularHoles","9V DC, Standard, 22A, Contact Gap 1.8mm, ALFG_FormA","single pole spst make contact","Relay*SPST*Panasonic*ALFG*FormA*","https://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_lfg.pdf"
"Relay:Panasonic_ALFG1PF12","Panasonic_ALFG1PF12","Relay_THT:Relay_SPST_Panasonic_ALFG_FormA_CircularHoles","12V DC, Standard, 22A, Contact Gap 1.5mm, ALFG_FormA","single pole spst make contact","Relay*SPST*Panasonic*ALFG*FormA*","https://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_lfg.pdf"
"Relay:Panasonic_ALFG1PF121","Panasonic_ALFG1PF121","Relay_THT:Relay_SPST_Panasonic_ALFG_FormA_CircularHoles","12V DC, Standard, 22A, Contact Gap 1.8mm, ALFG_FormA","single pole spst make contact","Relay*SPST*Panasonic*ALFG*FormA*","https://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_lfg.pdf"
"Relay:Panasonic_ALFG1PF18","Panasonic_ALFG1PF18","Relay_THT:Relay_SPST_Panasonic_ALFG_FormA_CircularHoles","18V DC, Standard, 22A, Contact Gap 1.5mm, ALFG_FormA","single pole spst make contact","Relay*SPST*Panasonic*ALFG*FormA*","https://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_lfg.pdf"
"Relay:Panasonic_ALFG1PF181","Panasonic_ALFG1PF181","Relay_THT:Relay_SPST_Panasonic_ALFG_FormA_CircularHoles","18V DC, Standard, 22A, Contact Gap 1.8mm, ALFG_FormA","single pole spst make contact","Relay*SPST*Panasonic*ALFG*FormA*","https://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_lfg.pdf"
"Relay:Panasonic_ALFG1PF24","Panasonic_ALFG1PF24","Relay_THT:Relay_SPST_Panasonic_ALFG_FormA_CircularHoles","24V DC, Standard, 22A, Contact Gap 1.5mm, ALFG_FormA","single pole spst make contact","Relay*SPST*Panasonic*ALFG*FormA*","https://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_lfg.pdf"
"Relay:Panasonic_ALFG1PF241","Panasonic_ALFG1PF241","Relay_THT:Relay_SPST_Panasonic_ALFG_FormA_CircularHoles","24V DC, Standard, 22A, Contact Gap 1.8mm, ALFG_FormA","single pole spst make contact","Relay*SPST*Panasonic*ALFG*FormA*","https://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_lfg.pdf"
"Relay:Panasonic_ALFG2PF09","Panasonic_ALFG2PF09","Relay_THT:Relay_SPST_Panasonic_ALFG_FormA_CircularHoles","9V DC, High Capacity, 31A, Contact Gap 1.5mm, ALFG_FormA","single pole spst make contact","Relay*SPST*Panasonic*ALFG*FormA*","https://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_lfg.pdf"
"Relay:Panasonic_ALFG2PF091","Panasonic_ALFG2PF091","Relay_THT:Relay_SPST_Panasonic_ALFG_FormA_CircularHoles","9V DC, High Capacity, 33A, Contact Gap 1.8mm, ALFG_FormA","single pole spst make contact","Relay*SPST*Panasonic*ALFG*FormA*","https://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_lfg.pdf"
"Relay:Panasonic_ALFG2PF12","Panasonic_ALFG2PF12","Relay_THT:Relay_SPST_Panasonic_ALFG_FormA_CircularHoles","12V DC, High Capacity, 31A, Contact Gap 1.5mm, ALFG_FormA","single pole spst make contact","Relay*SPST*Panasonic*ALFG*FormA*","https://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_lfg.pdf"
"Relay:Panasonic_ALFG2PF121","Panasonic_ALFG2PF121","Relay_THT:Relay_SPST_Panasonic_ALFG_FormA_CircularHoles","12V DC, High Capacity, 33A, Contact Gap 1.8mm, ALFG_FormA","single pole spst make contact","Relay*SPST*Panasonic*ALFG*FormA*","https://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_lfg.pdf"
"Relay:Panasonic_ALFG2PF18","Panasonic_ALFG2PF18","Relay_THT:Relay_SPST_Panasonic_ALFG_FormA_CircularHoles","18V DC, High Capacity, 31A, Contact Gap 1.5mm, ALFG_FormA","single pole spst make contact","Relay*SPST*Panasonic*ALFG*FormA*","https://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_lfg.pdf"
"Relay:Panasonic_ALFG2PF181","Panasonic_ALFG2PF181","Relay_THT:Relay_SPST_Panasonic_ALFG_FormA_CircularHoles","18V DC, High Capacity, 33A, Contact Gap 1.8mm, ALFG_FormA","single pole spst make contact","Relay*SPST*Panasonic*ALFG*FormA*","https://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_lfg.pdf"
"Relay:Panasonic_ALFG2PF24","Panasonic_ALFG2PF24","Relay_THT:Relay_SPST_Panasonic_ALFG_FormA_CircularHoles","24V DC, High Capacity, 31A, Contact Gap 1.5mm, ALFG_FormA","single pole spst make contact","Relay*SPST*Panasonic*ALFG*FormA*","https://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_lfg.pdf"
"Relay:Panasonic_ALFG2PF241","Panasonic_ALFG2PF241","Relay_THT:Relay_SPST_Panasonic_ALFG_FormA_CircularHoles","24V DC, High Capacity, 33A, Contact Gap 1.8mm, ALFG_FormA","single pole spst make contact","Relay*SPST*Panasonic*ALFG*FormA*","https://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_lfg.pdf"
"Relay:RAYEX-L90","RAYEX-L90","Relay_THT:Relay_SPDT_RAYEX-L90","Power relay, SPDT, 30A","30A Single Pole Relay","Relay*SPDT*RAYEX*L90*","https://a3.sofastcdn.com/attachment/7jioKBjnRiiSrjrjknRiwS77gwbf3zmp/L90-SERIES.pdf"
"Relay:RAYEX-L90A","RAYEX-L90A","Relay_THT:Relay_SPST_RAYEX-L90A","Power relay, NO, SPST, 30A","30A Single Pole Relay","Relay*SPST*RAYEX*L90A*","https://a3.sofastcdn.com/attachment/7jioKBjnRiiSrjrjknRiwS77gwbf3zmp/L90-SERIES.pdf"
